Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,Is_Hit,Hit_Status
MechAssault,XB,2002,Simulation,Microsoft Game Studios,1.01,0.1,0.0,0.03,1.13,87,32.0,8.0,47.0,Day 1 Studios,T,1,Hit
Cars,GBA,2006,Racing,THQ,0.81,0.3,0.0,0.02,1.13,50,8.0,4.7,6.0,Helixe,E,1,Hit
Watch Dogs 2,PS4,2016,Action,Ubisoft,0.37,0.58,0.0,0.18,1.13,83,88.0,7.8,621.0,Ubisoft Montreal,M,1,Hit
LEGO Star Wars III: The Clone Wars,3DS,2011,Action,LucasArts,0.61,0.43,0.0,0.09,1.13,67,25.0,6.1,31.0,Traveller's Tales,E10+,1,Hit
Tom Clancy's Rainbow Six 3: Black Arrow,XB,2004,Shooter,Ubisoft,0.99,0.12,0.0,0.02,1.13,84,55.0,8.6,14.0,Ubisoft Montreal,M,1,Hit
Mirror's Edge,PS3,2008,Platform,Electronic Arts,0.31,0.58,0.02,0.22,1.13,79,66.0,7.8,362.0,EA DICE,T,1,Hit
Guitar Hero 5,X360,2009,Misc,Activision,0.65,0.37,0.0,0.11,1.13,85,69.0,6.8,108.0,Neversoft Entertainment,T,1,Hit
Alien: Isolation,PS4,2014,Shooter,Sega,0.34,0.57,0.04,0.17,1.13,79,50.0,8.1,795.0,Creative Assembly,M,1,Hit
Fantasy Life,3DS,2012,Role-Playing,Nintendo,0.33,0.37,0.37,0.06,1.13,73,51.0,8.6,209.0,"Level 5, Brownie Brown",E10+,1,Hit
SingStar,PS3,2007,Misc,Sony Computer Entertainment,0.45,0.56,0.0,0.12,1.13,82,48.0,5.9,15.0,SCEE London Studio,T,1,Hit
The Legend of Zelda: Tri Force Heroes,3DS,2015,Action,Nintendo,0.53,0.33,0.17,0.08,1.12,73,73.0,7.6,179.0,Nintendo,E,1,Hit
Supercar Street Challenge,PS2,2001,Racing,Activision,0.55,0.43,0.0,0.14,1.12,57,15.0,7.6,9.0,Exakt,E,1,Hit
Rabbids Go Home,Wii,2009,Platform,Ubisoft,0.25,0.74,0.0,0.14,1.12,78,50.0,8.3,32.0,Ubisoft Montpellier,E10+,1,Hit
ModNation Racers,PS3,2010,Racing,Sony Computer Entertainment,0.5,0.4,0.06,0.16,1.12,82,85.0,8.4,201.0,United Front Games,E,1,Hit
SOCOM: U.S. Navy SEALs Fireteam Bravo,PSP,2005,Shooter,Sony Computer Entertainment,1.03,0.0,0.01,0.08,1.12,82,44.0,8.6,63.0,Zipper Interactive,M,1,Hit
Rocksmith,PS3,2011,Misc,Ubisoft,0.53,0.36,0.09,0.15,1.12,80,27.0,8.3,52.0,Ubisoft,T,1,Hit
Call Of Duty 2: Big Red One,XB,2005,Shooter,Activision,0.66,0.4,0.0,0.05,1.12,78,46.0,5.1,27.0,Treyarch,T,1,Hit
Rocksmith,X360,2011,Misc,Ubisoft,0.84,0.19,0.01,0.08,1.12,77,30.0,8.2,62.0,Ubisoft,T,1,Hit
Guitar Hero 5,PS2,2009,Misc,Activision,0.28,0.3,0.0,0.54,1.12,71,4.0,2.6,10.0,BudCat,T,1,Hit
Worldwide Soccer Manager 2008,PC,2007,Sports,Russel,0.0,1.12,0.0,0.0,1.12,86,15.0,8.0,19.0,Sports Interactive,E,1,Hit
Yakuza 3,PS3,2009,Action,Sega,0.21,0.2,0.62,0.08,1.12,79,77.0,8.1,165.0,Ryu ga Gotoku Studios,M,1,Hit
Persona 4: Golden,PSV,2012,Role-Playing,Atlus,0.36,0.23,0.38,0.15,1.12,93,61.0,9.2,1228.0,Atlus,M,1,Hit
Spider-Man 2,XB,2004,Action,Activision,0.82,0.26,0.0,0.04,1.12,83,60.0,8.3,40.0,Treyarch,T,1,Hit
Crackdown 2,X360,2010,Shooter,Microsoft Game Studios,0.63,0.36,0.02,0.1,1.12,70,91.0,6.0,202.0,Ruffian Games,M,1,Hit
The Beatles: Rock Band,PS3,2009,Misc,MTV Games,0.67,0.29,0.0,0.15,1.12,88,60.0,8.7,59.0,Harmonix Music Systems,T,1,Hit
Dragon Age II,X360,2011,Action,Electronic Arts,0.72,0.29,0.01,0.09,1.11,79,75.0,4.5,2380.0,BioWare,M,1,Hit
Counter-Strike,XB,2003,Shooter,Microsoft Game Studios,0.85,0.23,0.0,0.04,1.11,74,38.0,7.6,51.0,Valve Software,M,1,Hit
Guitar Hero Encore: Rocks The 80s,PS2,2007,Misc,RedOctane,0.92,0.04,0.0,0.15,1.11,69,50.0,6.3,31.0,Harmonix Music Systems,T,1,Hit
Fight Night Champion,PS3,2011,Fighting,Electronic Arts,0.45,0.49,0.0,0.18,1.11,84,52.0,7.3,95.0,EA Canada,M,1,Hit
Tom Clancy's Splinter Cell: Chaos Theory,XB,2005,Action,Ubisoft,0.68,0.38,0.0,0.05,1.11,94,70.0,9.0,160.0,Ubisoft Montreal,M,1,Hit
Pikmin 3,WiiU,2013,Strategy,Nintendo,0.44,0.32,0.29,0.07,1.11,87,79.0,8.7,664.0,Nintendo,E10+,1,Hit
WWE 2K14,X360,2013,Sports,Take-Two Interactive,0.64,0.37,0.0,0.1,1.11,75,43.0,7.7,100.0,Yuke's,T,1,Hit
Dragon Ball: XenoVerse,PS4,2015,Fighting,Namco Bandai Games,0.3,0.52,0.12,0.16,1.11,69,50.0,7.7,598.0,Dimps Corporation,T,1,Hit
Castlevania: Lords of Shadow,PS3,2010,Action,Konami Digital Entertainment,0.5,0.35,0.1,0.15,1.1,85,62.0,8.0,468.0,Mercury Steam,M,1,Hit
Plants vs. Zombies,DS,2011,Strategy,Mastertronic,0.9,0.12,0.0,0.08,1.1,81,23.0,7.4,29.0,TOSE,E10+,1,Hit
Tales of Symphonia,GC,2003,Role-Playing,Nintendo,0.54,0.21,0.31,0.04,1.1,86,60.0,8.5,176.0,Namco,T,1,Hit
LEGO City Undercover,WiiU,2013,Platform,Nintendo,0.47,0.42,0.13,0.08,1.1,80,66.0,8.2,283.0,TT Games,E10+,1,Hit
Need for Speed: ProStreet,Wii,2007,Racing,Electronic Arts,0.53,0.45,0.0,0.12,1.1,61,16.0,6.9,14.0,EA Games,E10+,1,Hit
GRID,PS3,2008,Racing,Codemasters,0.31,0.56,0.03,0.2,1.1,87,39.0,8.1,109.0,Codemasters,E,1,Hit
Medal of Honor: Airborne,X360,2007,Shooter,Electronic Arts,0.45,0.52,0.01,0.12,1.1,73,54.0,6.7,77.0,Electronic Arts,T,1,Hit
Star Ocean: The Second Story,PS,1998,Role-Playing,Sony Computer Entertainment,0.26,0.1,0.72,0.02,1.1,80,13.0,8.5,44.0,Tri-Ace,E,1,Hit
NCAA Football 14,X360,2013,Sports,Electronic Arts,1.01,0.0,0.0,0.08,1.09,77,18.0,5.8,74.0,EA Tiburon,E,1,Hit
Yakuza 2,PS2,2006,Adventure,Sega,0.05,0.04,0.84,0.16,1.09,77,34.0,8.1,52.0,Amusement Vision,M,1,Hit
Guitar Hero 5,PS3,2009,Misc,Activision,0.53,0.39,0.0,0.17,1.09,86,54.0,5.7,87.0,Neversoft Entertainment,T,1,Hit
Dragon Ball Z: The Legacy of Goku II,GBA,2003,Role-Playing,Atari,0.78,0.29,0.0,0.02,1.09,75,21.0,8.9,39.0,Webfoot Technologies,E,1,Hit
NERF N-Strike,Wii,2008,Shooter,Electronic Arts,0.91,0.09,0.0,0.09,1.09,66,13.0,4.4,7.0,"EA Redwood Shores, EA Salt Lake",E10+,1,Hit
NFL 2K1,DC,2000,Sports,Sega,1.02,0.05,0.0,0.02,1.09,97,22.0,6.0,47.0,Visual Concepts,E,1,Hit
Untold Legends: Brotherhood of the Blade,PSP,2005,Role-Playing,Activision,0.54,0.33,0.01,0.22,1.09,68,51.0,7.6,58.0,Sony Online Entertainment,T,1,Hit
Project CARS,PS4,2015,Racing,Slightly Mad Studios,0.2,0.7,0.02,0.16,1.09,83,37.0,6.6,363.0,Slightly Mad Studios,E,1,Hit
Madden NFL 2004,XB,2003,Sports,Electronic Arts,1.02,0.02,0.0,0.05,1.09,92,27.0,8.3,48.0,EA Tiburon,E,1,Hit
Sonic and the Black Knight,Wii,2009,Platform,Sega,0.64,0.34,0.01,0.1,1.09,54,51.0,6.9,198.0,Sonic Team,E10+,1,Hit
The Godfather,PS2,2006,Action,Electronic Arts,0.89,0.03,0.01,0.15,1.09,75,56.0,8.3,99.0,Electronic Arts,M,1,Hit
Sonic Free Riders,X360,2010,Racing,Sega,0.74,0.25,0.0,0.09,1.09,47,52.0,2.1,98.0,Sega,E,1,Hit
Star Wars: Bounty Hunter,PS2,2002,Shooter,LucasArts,0.53,0.42,0.0,0.14,1.09,65,32.0,8.3,33.0,LucasArts,T,1,Hit
WWE SmackDown vs. Raw 2011,PS3,2010,Fighting,THQ,0.44,0.46,0.01,0.18,1.09,74,42.0,6.9,41.0,Yuke's,T,1,Hit
NCAA Football 13,X360,2012,Action,Electronic Arts,1.02,0.0,0.0,0.07,1.09,76,20.0,5.5,65.0,EA Tiburon,E,1,Hit
Skate 2,X360,2009,Sports,Electronic Arts,0.82,0.17,0.01,0.09,1.09,84,70.0,8.0,72.0,EA Black Box,T,1,Hit
NASCAR Thunder 2004,PS2,2003,Racing,Electronic Arts,0.53,0.41,0.0,0.14,1.08,88,15.0,8.9,77.0,EA Tiburon,E,1,Hit
Namco Museum Battle Collection,PSP,2005,Misc,Sony Computer Entertainment,0.75,0.18,0.0,0.16,1.08,73,28.0,7.2,9.0,TOSE,E10+,1,Hit
Empire: Total War,PC,2009,Strategy,Sega,0.01,0.97,0.0,0.1,1.08,90,62.0,6.9,2981.0,Creative Assembly,T,1,Hit
Virtua Fighter 5,PS3,2007,Fighting,Sega,0.29,0.51,0.08,0.2,1.08,85,47.0,7.4,67.0,Sega AM2,T,1,Hit
Dante's Inferno,PS3,2010,Action,Electronic Arts,0.64,0.28,0.04,0.13,1.08,75,69.0,7.5,265.0,Visceral Games,M,1,Hit
Tom Clancy's Ghost Recon 2,PS2,2004,Shooter,Ubisoft,0.64,0.34,0.0,0.1,1.08,58,21.0,6.0,19.0,Ubisoft Shanghai/Paris,T,1,Hit
Forza Horizon 3,XOne,2016,Racing,Microsoft Game Studios,0.42,0.58,0.0,0.08,1.08,91,90.0,7.4,594.0,Playground Games,E,1,Hit
Star Wars: The Force Unleashed,PSP,2008,Action,LucasArts,0.43,0.4,0.0,0.24,1.08,70,10.0,8.1,49.0,Krome Studios,T,1,Hit
Dragon Ball Z: Taiketsu,GBA,2003,Fighting,Atari,0.77,0.29,0.0,0.02,1.08,40,23.0,6.1,22.0,Webfoot Technologies,T,1,Hit
Star Fox: Assault,GC,2005,Shooter,Nintendo,0.68,0.18,0.19,0.03,1.08,67,59.0,8.1,106.0,Namco,T,1,Hit
Plants vs. Zombies: Garden Warfare,X360,2014,Shooter,Electronic Arts,0.51,0.47,0.0,0.09,1.08,69,6.0,7.3,121.0,PopCap,E10+,1,Hit
The Simpsons Game,PSP,2007,Action,Electronic Arts,0.24,0.54,0.0,0.3,1.07,59,7.0,6.7,15.0,"Electronic Arts, Rebellion",T,1,Hit
LEGO Star Wars II: The Original Trilogy,DS,2006,Action,LucasArts,0.96,0.03,0.0,0.08,1.07,47,9.0,5.0,38.0,Amaze Entertainment,E,1,Hit
Call of Duty 3,PS2,2006,Shooter,Activision,0.89,0.03,0.0,0.15,1.07,82,14.0,7.4,83.0,Treyarch,T,1,Hit
FIFA Soccer 11,Wii,2010,Sports,Electronic Arts,0.26,0.69,0.0,0.12,1.07,73,17.0,7.3,8.0,EA Sports,E,1,Hit
Prince of Persia,PS3,2008,Action,Ubisoft,0.47,0.4,0.03,0.17,1.07,85,59.0,7.3,245.0,Ubisoft Montreal,T,1,Hit
Tomb Raider: Underworld,X360,2008,Action,Eidos Interactive,0.53,0.42,0.01,0.11,1.07,76,57.0,6.6,198.0,Crystal Dynamics,T,1,Hit
Pro Evolution Soccer 2008,X360,2007,Sports,Konami Digital Entertainment,0.08,0.9,0.04,0.05,1.07,76,29.0,7.8,36.0,Konami,E,1,Hit
SoulCalibur III,PS2,2005,Fighting,Namco Bandai Games,0.74,0.15,0.13,0.05,1.07,86,57.0,8.4,96.0,Namco,T,1,Hit
Tiger Woods PGA Tour 10,Wii,2009,Sports,Electronic Arts,0.6,0.36,0.0,0.11,1.07,88,44.0,8.8,57.0,EA Tiburon,E,1,Hit
World Tour Soccer,PSP,2005,Sports,Sony Computer Entertainment,0.1,0.63,0.0,0.34,1.07,70,31.0,5.6,5.0,SCEE,E,1,Hit
Naruto: Ultimate Ninja Storm,PS3,2008,Fighting,Namco Bandai Games,0.49,0.34,0.09,0.15,1.07,75,32.0,8.6,95.0,CyberConnect2,T,1,Hit
Lightning Returns: Final Fantasy XIII,PS3,2013,Role-Playing,Square Enix,0.31,0.2,0.45,0.11,1.07,66,62.0,5.9,552.0,Square Enix,T,1,Hit
Mortal Kombat: Armageddon,PS2,2006,Fighting,Midway Games,0.88,0.04,0.0,0.14,1.06,75,43.0,8.5,84.0,Midway,M,1,Hit
Freekstyle,PS2,2002,Racing,Electronic Arts,0.52,0.41,0.0,0.14,1.06,81,25.0,7.3,14.0,Page 44 Studios,E,1,Hit
Grand Theft Auto: Chinatown Wars,PSP,2009,Action,Take-Two Interactive,0.28,0.49,0.03,0.27,1.06,90,77.0,7.3,146.0,Rockstar Leeds,M,1,Hit
Spore Creatures,DS,2008,Simulation,Electronic Arts,0.66,0.3,0.0,0.1,1.06,65,20.0,6.5,21.0,Griptonite Games,E,1,Hit
The Orange Box,PS3,2007,Shooter,Electronic Arts,0.28,0.58,0.0,0.21,1.06,89,21.0,8.4,188.0,EA Games,M,1,Hit
DJ Hero,X360,2009,Misc,Activision,0.56,0.39,0.0,0.11,1.06,84,72.0,8.0,42.0,FreeStyleGames,T,1,Hit
Bully: Scholarship Edition,X360,2008,Action,Take-Two Interactive,0.53,0.4,0.03,0.11,1.06,80,56.0,8.3,154.0,"Mad Doc Software, Rockstar Vancouver",T,1,Hit
NBA Street V3,PS2,2005,Sports,Electronic Arts,0.52,0.41,0.0,0.14,1.06,89,36.0,8.7,37.0,EA Canada,E,1,Hit
Hulk,PS2,2003,Action,Universal Interactive,0.52,0.41,0.0,0.14,1.06,71,28.0,8.3,22.0,Radical Entertainment,T,1,Hit
Overwatch,XOne,2016,Shooter,Activision,0.63,0.33,0.0,0.1,1.06,91,18.0,5.6,668.0,Blizzard Entertainment,T,1,Hit
Aliens vs Predator,X360,2010,Shooter,Sega,0.55,0.4,0.0,0.11,1.06,64,64.0,7.3,247.0,Rebellion,M,1,Hit
Skylanders Giants,PS3,2012,Action,Activision,0.36,0.49,0.0,0.2,1.06,77,21.0,6.3,18.0,Toys for Bob,E10+,1,Hit
Diablo II: Lord of Destruction,PC,2001,Role-Playing,Vivendi Games,1.03,0.02,0.0,0.0,1.06,87,21.0,9.1,639.0,Blizzard North,M,1,Hit
Endless Ocean,Wii,2007,Adventure,Nintendo,0.43,0.46,0.09,0.09,1.06,72,42.0,8.1,61.0,Arika,E,1,Hit
Spider-Man 2,GBA,2004,Action,Activision,0.76,0.28,0.0,0.02,1.06,65,12.0,7.7,6.0,Digital Eclipse,E,1,Hit
Seek and Destroy,PS2,2002,Racing,Play It,0.52,0.4,0.0,0.14,1.06,63,9.0,8.8,10.0,Barnhouse Effect,T,1,Hit
Darksiders,X360,2010,Action,THQ,0.67,0.28,0.01,0.1,1.06,83,81.0,7.9,292.0,Vigil Games,M,1,Hit
Mercenaries 2: World in Flames,X360,2008,Shooter,Electronic Arts,0.65,0.3,0.01,0.1,1.06,72,69.0,7.2,152.0,Pandemic Studios,T,1,Hit
Warhawk,PS3,2007,Simulation,Sony Computer Entertainment,0.49,0.39,0.0,0.17,1.06,84,50.0,8.4,183.0,Incognito Inc.,T,1,Hit
DiRT 3,PS3,2011,Racing,Codemasters,0.27,0.57,0.01,0.2,1.06,87,52.0,7.1,122.0,Codemasters,T,1,Hit
Sega Superstars Tennis,Wii,2008,Sports,Sega,0.28,0.65,0.0,0.13,1.05,71,24.0,7.0,16.0,Sumo Digital,E10+,1,Hit
DiRT,PS3,2007,Racing,Codemasters,0.16,0.66,0.0,0.23,1.05,83,32.0,8.0,32.0,Codemasters,E,1,Hit
Call of Duty 4: Modern Warfare,DS,2007,Shooter,Activision,0.95,0.01,0.01,0.08,1.05,75,22.0,6.9,36.0,n-Space,T,1,Hit
Resident Evil: The Darkside Chronicles,Wii,2009,Action,Capcom,0.46,0.31,0.2,0.09,1.05,75,55.0,8.0,60.0,Cavia Inc.,M,1,Hit
SOCOM: U.S. Navy SEALs Fireteam Bravo 2,PSP,2006,Shooter,Sony Computer Entertainment,0.81,0.11,0.0,0.13,1.05,81,31.0,9.0,36.0,Zipper Interactive,T,1,Hit
NBA 2K3,PS2,2002,Sports,Sega,0.51,0.4,0.0,0.13,1.05,89,21.0,8.0,22.0,Visual Concepts,E,1,Hit
LEGO The Lord of the Rings,PS3,2012,Action,Warner Bros. Interactive Entertainment,0.37,0.49,0.0,0.19,1.05,82,16.0,8.3,85.0,TT Games,E10+,1,Hit
The Simpsons: Road Rage,XB,2001,Racing,Electronic Arts,0.78,0.26,0.0,0.01,1.05,61,17.0,8.3,6.0,Fox Interactive,T,1,Hit
Dave Mirra Freestyle BMX,PS,2000,Sports,Acclaim Entertainment,0.91,0.11,0.0,0.03,1.05,82,14.0,8.4,5.0,"Z-Axis, Ltd.",E,1,Hit
EA Sports UFC,PS4,2014,Sports,Electronic Arts,0.46,0.41,0.01,0.17,1.05,70,57.0,6.1,279.0,EA Sports,T,1,Hit
Forza Motorsport,XB,2005,Racing,Microsoft Game Studios,0.52,0.51,0.0,0.02,1.05,92,73.0,7.6,213.0,Microsoft Game Studios,E,1,Hit
Virtua Tennis 3,PS3,2007,Sports,Sega,0.23,0.58,0.03,0.21,1.05,80,35.0,7.9,32.0,Sega AM3,E,1,Hit
MVP Baseball 2003,PS2,2003,Sports,Electronic Arts,0.51,0.4,0.0,0.13,1.04,81,22.0,8.9,17.0,EA Sports,E,1,Hit
WWE SmackDown vs. Raw 2010,X360,2009,Fighting,THQ,0.56,0.37,0.01,0.1,1.04,80,59.0,8.4,36.0,Yuke's,T,1,Hit
Sleeping Dogs,PS3,2012,Action,Square Enix,0.31,0.49,0.05,0.19,1.04,83,40.0,7.7,645.0,United Front Games,M,1,Hit
Naruto: Clash of Ninja 2,GC,2003,Fighting,Nintendo,0.44,0.12,0.45,0.03,1.04,74,22.0,8.9,39.0,8ing/Raizing,T,1,Hit
Dance Dance Revolution SuperNOVA,PS2,2006,Simulation,Konami Digital Entertainment,0.87,0.03,0.0,0.14,1.04,73,25.0,8.7,6.0,Konami,E10+,1,Hit
Aliens vs Predator,PS3,2010,Shooter,Sega,0.41,0.46,0.0,0.18,1.04,65,57.0,7.3,168.0,Rebellion,M,1,Hit
F-Zero: Maximum Velocity,GBA,2001,Racing,Nintendo,0.39,0.16,0.37,0.12,1.04,86,19.0,8.5,22.0,Nd Cube,E,1,Hit
Sonic the Hedgehog,X360,2006,Platform,Sega,0.44,0.48,0.0,0.11,1.04,46,38.0,4.4,455.0,Sega,E10+,1,Hit
Need for Speed: Most Wanted,XB,2005,Racing,Electronic Arts,0.53,0.46,0.0,0.05,1.04,83,32.0,8.8,29.0,EA Canada,T,1,Hit
The Simpsons Game,X360,2007,Action,Electronic Arts,0.54,0.39,0.0,0.11,1.03,71,52.0,7.7,71.0,"Electronic Arts, EA Redwood Shores",T,1,Hit
F1 2012,PS3,2012,Racing,Codemasters,0.12,0.63,0.05,0.23,1.03,81,23.0,7.5,54.0,Codemasters,E,1,Hit
Brink,X360,2011,Shooter,Bethesda Softworks,0.59,0.35,0.01,0.09,1.03,68,85.0,5.8,404.0,Splash Damage,T,1,Hit
MX vs. ATV Unleashed,PS2,2005,Racing,THQ,0.86,0.03,0.0,0.14,1.03,79,30.0,8.4,17.0,Rainbow Studios,E,1,Hit
WipEout Pure,PSP,2005,Racing,Sony Computer Entertainment,0.47,0.34,0.0,0.23,1.03,88,56.0,7.9,102.0,Studio Liverpool,E,1,Hit
UFC Undisputed 3,PS3,2012,Action,THQ,0.55,0.32,0.03,0.13,1.03,86,30.0,7.4,92.0,Yuke's,T,1,Hit
LEGO Pirates of the Caribbean: The Video Game,X360,2011,Action,Disney Interactive Studios,0.54,0.39,0.0,0.09,1.03,73,54.0,7.0,31.0,Traveller's Tales,E10+,1,Hit
Tom Clancy's Ghost Recon Advanced Warfighter 2,PS3,2007,Shooter,Ubisoft,0.34,0.48,0.02,0.19,1.03,84,29.0,8.1,41.0,"Red Storm Entertainment, Ubisoft Paris",T,1,Hit
Super Princess Peach,DS,2005,Platform,Nintendo,0.7,0.05,0.21,0.07,1.03,75,48.0,7.6,33.0,TOSE,E,1,Hit
Guinness World Records: The Videogame,Wii,2008,Action,Warner Bros. Interactive Entertainment,0.46,0.47,0.0,0.11,1.03,67,12.0,7.0,8.0,TT Fusion,E10+,1,Hit
NCAA March Madness 2004,PS2,2003,Sports,Electronic Arts,0.5,0.39,0.0,0.13,1.03,82,16.0,8.8,12.0,NuFX,E,1,Hit
The Legend of Zelda: Twilight Princess HD,WiiU,2016,Action,Nintendo,0.56,0.3,0.08,0.09,1.03,86,74.0,8.4,329.0,"Tantalus Interactive, Tantatus, Nintendo",T,1,Hit
LEGO Indiana Jones: The Original Adventures,PS3,2008,Action,Activision,0.44,0.42,0.0,0.17,1.03,77,36.0,7.7,30.0,Traveller's Tales,E10+,1,Hit
Tomb Raider,PC,1996,Action,Eidos Interactive,0.96,0.07,0.0,0.0,1.03,86,18.0,8.5,3552.0,"Crystal Dynamics, Nixxes Software",M,1,Hit
Street Fighter Alpha 3,PS,1998,Fighting,Virgin Interactive,0.38,0.12,0.51,0.02,1.03,93,12.0,8.5,46.0,Capcom,T,1,Hit
MySims Agents,Wii,2009,Adventure,Electronic Arts,0.61,0.32,0.0,0.1,1.03,78,28.0,8.6,28.0,Electronic Arts,E,1,Hit
MotorStorm: Arctic Edge,PSP,2009,Racing,Sony Computer Entertainment,0.16,0.57,0.0,0.29,1.02,79,58.0,8.8,39.0,Bigbig Studios,T,1,Hit
FIFA Soccer 08,Wii,2007,Sports,Electronic Arts,0.32,0.59,0.01,0.11,1.02,65,13.0,6.1,26.0,EA Canada,E,1,Hit
Tiger Woods PGA Tour 08,Wii,2007,Sports,Electronic Arts,0.93,0.01,0.0,0.08,1.02,72,24.0,7.0,22.0,EA Salt Lake,E,1,Hit
Dragon Ball Z: Budokai Tenkaichi 3,Wii,2007,Fighting,Atari,0.32,0.36,0.26,0.09,1.02,72,27.0,8.4,61.0,"Spike, Namco Bandai Games",T,1,Hit
Shrek 2,GC,2004,Platform,Activision,0.73,0.26,0.01,0.03,1.02,70,25.0,6.4,14.0,"Luxoflux, Inc.",E,1,Hit
NBA 2K17,XOne,2016,Sports,Take-Two Interactive,0.86,0.06,0.0,0.11,1.02,90,17.0,6.2,91.0,Visual Concepts,E,1,Hit
Tom Clancy's Ghost Recon Advanced Warfighter 2,X360,2007,Shooter,Ubisoft,0.87,0.05,0.02,0.08,1.02,86,58.0,8.1,89.0,"Red Storm Entertainment, Ubisoft Paris",T,1,Hit
Sonic Unleashed,PS3,2008,Platform,Sega,0.56,0.32,0.01,0.14,1.02,54,24.0,7.9,130.0,Sonic Team,E10+,1,Hit
Disney Universe,Wii,2011,Action,Disney Interactive Studios,0.64,0.28,0.0,0.1,1.02,61,11.0,6.0,5.0,Eurocom Entertainment Software,E10+,1,Hit
Dance on Broadway,Wii,2010,Misc,Ubisoft,0.25,0.65,0.0,0.12,1.02,48,6.0,3.3,4.0,Longtail Studios,E10+,1,Hit
LEGO Indiana Jones 2: The Adventure Continues,X360,2009,Action,Activision,0.62,0.31,0.0,0.09,1.02,71,41.0,7.4,25.0,Traveller's Tales,E10+,1,Hit
Bulletstorm,X360,2011,Shooter,Electronic Arts,0.61,0.32,0.01,0.08,1.02,84,83.0,7.6,439.0,"Epic Games, People Can Fly",M,1,Hit
Skylanders SWAP Force,PS3,2013,Platform,Activision,0.43,0.42,0.0,0.17,1.02,83,31.0,5.3,33.0,Vicarious Visions,E10+,1,Hit
Madden NFL 07,XB,2006,Sports,Electronic Arts,0.97,0.03,0.0,0.03,1.02,83,27.0,8.7,6.0,EA Tiburon,E,1,Hit
Sonic Generations,3DS,2011,Platform,Sega,0.44,0.47,0.01,0.09,1.02,66,29.0,6.9,108.0,"Sega, Dimps Corporation",E,1,Hit
Rock Band 2,Wii,2008,Misc,MTV Games,0.93,0.01,0.0,0.08,1.02,92,10.0,7.7,45.0,Harmonix Music Systems,T,1,Hit
Harry Potter and the Prisoner of Azkaban,PS2,2004,Action,Electronic Arts,0.5,0.39,0.0,0.13,1.02,70,29.0,8.7,29.0,EA Games,E,1,Hit
Pokemon Conquest,DS,2012,Role-Playing,Nintendo,0.56,0.05,0.37,0.04,1.02,80,40.0,8.2,89.0,Koei,E,1,Hit
Wall-E,Wii,2008,Platform,THQ,0.51,0.4,0.0,0.11,1.01,51,18.0,3.6,8.0,Heavy Iron Studios,E,1,Hit
Naruto: Clash of Ninja Revolution,Wii,2007,Fighting,Tomy Corporation,0.44,0.46,0.0,0.11,1.01,74,23.0,8.0,27.0,8ing/Raizing,T,1,Hit
Ace Combat 6: Fires of Liberation,X360,2007,Simulation,Atari,0.69,0.04,0.22,0.06,1.01,80,54.0,7.9,101.0,Project Aces,T,1,Hit
The Simpsons Game,Wii,2007,Action,Electronic Arts,0.45,0.46,0.0,0.11,1.01,64,19.0,6.1,38.0,"Electronic Arts, Rebellion",T,1,Hit
Ninja Gaiden II,X360,2008,Action,Tecmo Koei,0.65,0.22,0.05,0.1,1.01,81,74.0,8.0,302.0,"Team Ninja, Tecmo",M,1,Hit
Assassin's Creed: Rogue,X360,2014,Action,Ubisoft,0.58,0.34,0.0,0.09,1.01,72,32.0,7.3,318.0,Ubisoft,M,1,Hit
Rayman Legends,PS4,2014,Platform,Ubisoft,0.22,0.64,0.0,0.16,1.01,90,16.0,8.5,525.0,Ubisoft Montpellier,E10+,1,Hit
Prince of Persia,X360,2008,Action,Ubisoft,0.54,0.34,0.02,0.1,1.01,81,73.0,7.0,189.0,Ubisoft Montreal,T,1,Hit
Monster Rancher,PS,1997,Simulation,Tecmo Koei,0.12,0.08,0.74,0.07,1.01,86,5.0,8.3,10.0,Tecmo,,1,Hit
ZombiU,WiiU,2012,Action,Ubisoft,0.52,0.36,0.05,0.08,1.01,77,70.0,7.7,758.0,Ubisoft Montpellier,M,1,Hit
Pokken Tournament,WiiU,2016,Fighting,Namco Bandai Games,0.5,0.26,0.17,0.08,1.01,76,74.0,8.0,273.0,Bandai Namco Games,E10+,1,Hit
Ford Racing 2,PS2,2003,Racing,Empire Interactive,0.49,0.38,0.0,0.13,1.0,51,5.0,8.0,8.0,Razorworks Studios,E,0,Thường
NERF N-Strike Elite,Wii,2009,Shooter,Electronic Arts,0.93,0.0,0.0,0.07,1.0,67,12.0,4.5,6.0,EA Salt Lake,E10+,0,Thường
God of War: Ghost of Sparta,PSP,2010,Action,Sony Computer Entertainment,0.41,0.35,0.03,0.21,1.0,86,73.0,8.4,255.0,Ready at Dawn,M,0,Thường
SoulCalibur II,XB,2003,Fighting,Namco Bandai Games,0.78,0.18,0.03,0.0,1.0,92,39.0,8.9,54.0,Namco,T,0,Thường
Dynasty Warriors 3: Xtreme Legends,PS2,2002,Action,Tecmo Koei,0.13,0.1,0.74,0.03,1.0,72,16.0,9.3,54.0,Omega Force,T,0,Thường
